nombre,categoria,departamento,municipio,telefono,enlace,enlace_canonico,fuente,anio,atractivo,codigo,colegio,constitucionbien,descripcioncompleta,descripción,direccion,estadoconservacion,indicador,link,mes,pais_origen,prestador,registro_nacional_de_turismo,representatividad,responsable,ubicación,valor,vereda
,,TOLIMA,FLANDES,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,7,,,,,,,16,
,,TOLIMA,FRESNO,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,3,
,,TOLIMA,GUAMO,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,3,
,,TOLIMA,HONDA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,15,
,,TOLIMA,MARIQUITA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,4,
,,TOLIMA,MARIQUITA,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,7,,,,,,,12,
,,TOLIMA,MELGAR,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,66,
,,TOLIMA,MELGAR,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,7,,,,,,,0,
,,TOLIMA,NATAGAIMA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,1,
,,TOLIMA,ROVIRA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,2,
,,TOLIMA,SALDAÑA,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,7,,,,,,,9,
,,TOLIMA,SAN LUIS,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,1,
,,TOLIMA,VENADILLO,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,1,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Alemania,,,,,,12.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Argentina,,,,,,4.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Australia,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Austria,,,,,,4.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Bolivia,,,,,,2.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Brasil,,,,,,20.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Bélgica,,,,,,6.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Canadá,,,,,,17.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Chile,,,,,,2.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Costa Rica,,,,,,5.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Curazao,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Dinamarca,,,,,,4.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Ecuador,,,,,,6.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,España,,,,,,49.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Estados Unidos,,,,,,196.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Francia,,,,,,11.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Georgia,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Guatemala,,,,,,5.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Honduras,,,,,,6.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Italia,,,,,,3.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Marruecos,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,México,,,,,,35.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Nicaragua,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Panamá,,,,,,15.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Paraguay,,,,,,7.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Países Bajos,,,,,,7.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Perú,,,,,,13.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Portugal,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Qatar,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Reino Unido,,,,,,7.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,República Checa,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,República Dominicana,,,,,,8.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Rusia,,,,,,2.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Ucrania,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Uruguay,,,,,,3.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes total por departamento,,7,,,,,,,458.0,
,,TOLIMA,Ibagué,,,,otra,2021,Parque Nacional Natural Nevados,,,,,,,,Visitantes por atractivo,,7,,,,,,,5477.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Alemania,,,,,,2.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Brasil,,,,,,3.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Canadá,,,,,,2.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Chile,,,,,,3.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Cuba,,,,,,2.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Ecuador,,,,,,2.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,España,,,,,,4.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Estados Unidos,,,,,,11.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Guatemala,,,,,,2.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,México,,,,,,1.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Panamá,,,,,,2.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Perú,,,,,,4.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes total por departamento,,8,,,,,,,38.0,
,,HUILA,ACEVEDO,,,,otra,2021,,,,,,,,,Visitantes a Parques Nacionales Naturales,,8,,,,,,,17,
,,HUILA,ACEVEDO,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,2,
,,HUILA,AGRADO,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,1,
,,HUILA,AIPE,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,1,
,,HUILA,ALTAMIRA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,1,
,,HUILA,CAMPOALEGRE,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,4,
,,HUILA,COLOMBIA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,1,
,,HUILA,GIGANTE,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,1,
,,HUILA,LA PLATA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,3,
,,HUILA,NEIVA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,147,
,,HUILA,NEIVA,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,8,,,,,,,7046,
,,HUILA,PALERMO,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,1,
,,HUILA,PALERMO,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,8,,,,,,,3,
,,HUILA,PITALITO,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,33,
,,HUILA,PITALITO,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,8,,,,,,,727,
,,HUILA,RIVERA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,4,
,,HUILA,VILLAVIEJA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,3,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Alemania,,,,,,9.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Bolivia,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Brasil,,,,,,2.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Canadá,,,,,,7.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Chile,,,,,,8.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Curazao,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Ecuador,,,,,,13.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,España,,,,,,20.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Estados Unidos,,,,,,66.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Francia,,,,,,8.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Honduras,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,India,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Italia,,,,,,10.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Moldavia,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,México,,,,,,39.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Panamá,,,,,,4.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Países Bajos,,,,,,6.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Perú,,,,,,17.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Polonia,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Puerto Rico,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Rusia,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Suecia,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Suiza,,,,,,3.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes total por departamento,,8,,,,,,,221.0,
,,HUILA,Acevedo,,,,otra,2021,Parque Nacional Natural Cueva de los Guacharos,,,,,,,,Visitantes por atractivo,,8,,,,,,,17.0,
,,PUTUMAYO,MOCOA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,16,
,,PUTUMAYO,SIBUNDOY,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,8,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Alemania,,,,,,3.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Cuba,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Ecuador,,,,,,2.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,España,,,,,,2.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Estados Unidos,,,,,,12.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Francia,,,,,,3.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Hungría,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Italia,,,,,,2.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,México,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Países Bajos,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Perú,,,,,,2.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Reino Unido,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,República Dominicana,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Suiza,,,,,,2.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes total por departamento,,8,,,,,,,34.0,
,,TOLIMA,ARMERO,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,2,
,,TOLIMA,CAJAMARCA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,2,
,,TOLIMA,CHAPARRAL,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,1,
,,TOLIMA,CHAPARRAL,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,8,,,,,,,0,
,,TOLIMA,ESPINAL,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,5,
,,TOLIMA,ESPINAL,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,8,,,,,,,6,
,,TOLIMA,FALAN,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,1,
,,TOLIMA,FLANDES,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,1,
,,TOLIMA,FLANDES,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,8,,,,,,,54,
,,TOLIMA,FRESNO,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,7,
,,TOLIMA,GUAMO,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,2,
,,TOLIMA,HONDA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,6,
,,TOLIMA,ICONONZO,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,1,
,,TOLIMA,MARIQUITA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,3,
,,TOLIMA,MARIQUITA,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,8,,,,,,,5,
,,TOLIMA,MELGAR,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,41,
,,TOLIMA,MELGAR,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,8,,,,,,,0,
,,TOLIMA,NATAGAIMA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,1,
,,TOLIMA,ORTEGA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,1,
,,TOLIMA,PLANADAS,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,1,
,,TOLIMA,PRADO,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,1,
,,TOLIMA,SALDAÑA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,2,
,,TOLIMA,SALDAÑA,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,8,,,,,,,15,
,,TOLIMA,SAN LUIS,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,8,,,,,,,6,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Alemania,,,,,,27.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Argentina,,,,,,3.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Bolivia,,,,,,6.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Brasil,,,,,,13.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Bélgica,,,,,,12.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Canadá,,,,,,5.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Chile,,,,,,9.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,China,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Corea del Sur,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Costa Rica,,,,,,11.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Cuba,,,,,,7.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Ecuador,,,,,,9.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,El Salvador,,,,,,7.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,España,,,,,,48.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Estados Unidos,,,,,,159.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Francia,,,,,,9.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Guatemala,,,,,,7.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Honduras,,,,,,4.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Irlanda,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Italia,,,,,,11.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,México,,,,,,29.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Panamá,,,,,,9.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Paraguay,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Países Bajos,,,,,,4.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Perú,,,,,,19.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Polonia,,,,,,3.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Portugal,,,,,,3.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Puerto Rico,,,,,,2.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Reino Unido,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,República Checa,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,República Dominicana,,,,,,7.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Rumania,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Rusia,,,,,,2.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Suiza,,,,,,2.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Trinidad y Tobago,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Turquía,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,8,Uruguay,,,,,,2.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes total por departamento,,8,,,,,,,438.0,
,,TOLIMA,Ibagué,,,,otra,2021,Parque Nacional Natural Nevados,,,,,,,,Visitantes por atractivo,,8,,,,,,,5428.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,Austria,,,,,,1.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,Bosnia,,,,,,1.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,Brasil,,,,,,1.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,Chile,,,,,,5.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,Ecuador,,,,,,1.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,España,,,,,,1.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,Estados Unidos,,,,,,10.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,Francia,,,,,,1.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,Israel,,,,,,1.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,Italia,,,,,,1.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,México,,,,,,4.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,Paraguay,,,,,,1.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,Países Bajos,,,,,,1.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,Perú,,,,,,1.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes total por departamento,,9,,,,,,,30.0,
,,HUILA,ACEVEDO,,,,otra,2021,,,,,,,,,Visitantes a Parques Nacionales Naturales,,9,,,,,,,10,
,,HUILA,ACEVEDO,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,9,,,,,,,3,
,,HUILA,AIPE,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,9,,,,,,,1,
,,HUILA,ALGECIRAS,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,9,,,,,,,1,
,,HUILA,ALTAMIRA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,9,,,,,,,2,
,,HUILA,CAMPOALEGRE,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,9,,,,,,,4,
,,HUILA,COLOMBIA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,9,,,,,,,2,
,,HUILA,GIGANTE,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,9,,,,,,,1,
,,HUILA,GUADALUPE,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,9,,,,,,,1,
,,HUILA,HOBO,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,9,,,,,,,1,
,,HUILA,LA PLATA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,9,,,,,,,3,
,,HUILA,NEIVA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,9,,,,,,,117,
,,HUILA,NEIVA,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,9,,,,,,,7604,
,,HUILA,PALERMO,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,9,,,,,,,2,
,,HUILA,PALERMO,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,9,,,,,,,0,
,,HUILA,PITALITO,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,9,,,,,,,26,
,,HUILA,PITALITO,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,9,,,,,,,667,
,,HUILA,RIVERA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,9,,,,,,,4,
,,HUILA,SUAZA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,9,,,,,,,3,
,,HUILA,VILLAVIEJA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,9,,,,,,,1,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,Alemania,,,,,,5.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,Argentina,,,,,,2.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,Bolivia,,,,,,5.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,Brasil,,,,,,4.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,Bélgica,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,Canadá,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,Chile,,,,,,6.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,Costa Rica,,,,,,5.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,Ecuador,,,,,,11.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,España,,,,,,14.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,Estados Unidos,,,,,,74.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,Francia,,,,,,4.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,Guatemala,,,,,,2.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,9,Honduras,,,,,,1.0,
