Departamento,Municipio,Nombre,Link,Vereda,Direccion,Codigo,Responsable,Telefono,EstadoConservacion,ConstitucionBien,Representatividad,Ubicación,Descripción,DescripcionCompleta
Huila,Palestina,PARQUE NACIONAL NATURAL CUEVA DE LOS GUACHAROS,https://huila.travel/inventario/14,,PARQUE PRINCIPAL PALESTINA,2.10.1.1,SITYC Huila,320306000,,,,"Palestina, PARQUE PRINCIPAL PALESTINA.",(1176 reviews),"Parque Nacional Natural de 9000 Ha con tres zonas de vida representativas entre las que encontramos el Bosque Andino, Bosque Alto Andino y el Subparamo. Fue declarado como el primer Parque Natural Nacional del Sistema de Parques en el año 1960, en el año 1975 fue alinderado y ampliado y en 1980 la UNESCO lo declaro como Reserva de La Biosfera, cuenta con alta diversidad de fauna y flora entre los cuales se destacan como especies carismáticas como el Guácharo, el oso de anteojos, la Danta de Paramo, los monos churucos, la pava negra y el gallito de roca. Uno de los componentes que lo hacen singular es un conjunto de formaciones. Su rango altitudinal que va desde los 1610 hasta los 2840 msnm se consolidan como un corredor entre ecosistema andinos y amazónicos conservando los uno de los últimos reductos de la selva andina virgen y garantizando la producción de agua Ubicado a 20 Km del municipio de Palestina, 12 km hasta la vereda la mensura por una carretera si pavimentar y 8 km por un camino de herradura. Palestina está ubicada a 217 Km de Neiva, 189Km por vía pavimentada hasta Pitalito y 18 Km por carretera sin pavimentar"
Huila,Gigante,PARQUE NATURAL REGIONAL CERRO PARAMO DE MIRAFLORES,https://huila.travel/inventario/59,,Cr 1 No. 60 - 79 Neiva,2.10.2,SITYC Huila,8765020,,,,"Gigante, Cr 1 No. 60 - 79 Neiva.",(1176 reviews),"El Cerro de Miraflores se encuentra ubicado en el flanco occidental de la cordillera Oriental entre los departamentos del Huila y Caquetá en jurisdicción de los municipios de Algeciras, El Gigante y Garzón, en el Huila y Paujil, Doncello y Puerto Rico en el Caquetá. La CAM expide el acuerdo 012 del 27 de mayo de 2005 ""Por el cual se declara el Cerro Páramo de Miraflores como Parque Natural Regional"". El Parque se distribuye en la zona de Bosque de Niebla y Subpáramo, encontrando especies de fauna y flora típicas de estos ecosistemas Ubicado a 39 Km del casco urbano de Gigante, 12 Km por una vía pavimentada hasta el centro poblado de Tres Esquinas, y 17 Km por carretera sin pavimentar hasta la vereda Ventanas."
Huila,Neiva,Parque Pentagrama Recreacional y Cultural El Caracolí,https://huila.travel/inventario/291,0,Avenida Circunvalar con calle 16,41001.1.1.2.2.6.1.5973,SYTIC HUILA,0,16%,,24%,"Neiva, Avenida Circunvalar con calle 16.",(1176 reviews),También conocido como simplemente Parque Caracolí se adecuo en el antiguo puerto sobre el Río Magdalena el cual en el siglo XIX y XX fue un sitio estratégico como sitio de llegada de los hidroaviones que comunico por vía aérea a Neiva con Girardot y Barranquilla igualmente se tenía acceso al transporte fluvial de pasajeros y de carga en los inicios de la ciudad de Neiva. El parque cuenta con espacios adoquinados el puerto un espacio que sirve de auditorio para espectáculos una cancha de voleyplaya y una pista de vehículos para niños así mismo es posible disfrutar de actividades al aire libre entre los que se destacan bicicleta patinetas patines juegos como columpios pasamanos red escalada y toboganes. Es un lugar de esparcimiento y relajación familiar donde la brisa del río y su arborización le da una energía especial para su disfrute. 0
Huila,Neiva,PARQUE PENTAGRAMA RECREACIONAL Y CULTURAL EL CARACOLI,https://huila.travel/inventario/141,CASCO URBANO DE LA CIUDAD DE N,MALECÓN DEL RÍO MAGDALEN,1.1.4.5,SITYC Huila,0,17%,,16%,"Neiva, MALECÓN DEL RÍO MAGDALEN.",(1176 reviews),"Parque localizado en el antiguo puerto fluvial del Caracolí, donde se encuentra uno de los monumentos de ""Ciudad Villamil"" El Caracolí. Como es natural el río permitió el desarrollo y la comunicación de la ciudad en sus inicios, hoy en día el puerto es un mirador que evoca el recuerdo de la llegada del hidroavión en la década de los 20 del siglo pasado, las bogas y pescadores de antaño. El espacio presenta una infraestructura propia para la recreación y el esparcimiento disfrutando de los beneficios del paisaje y la brisa del río Magdalena. Su denominación pentagrama y cultural, hace referencia al homenaje a los compositores huilenses, plasmados particularmente en una obra escultórica donde además de una sensual figura femenina presenta un pentágono como base donde se admira en alto relieve la efigie de los compositores: Luis Alberto Osorio, El Papi Tovar, Álvaro Córdoba, El Pipa Prada y Jorge Villamil Cordovez. En su área se encuentra un restaurante; tienda de café; un gran parqueadero; cancha de vóley playa; pista de motocicletas para niños; espacio para encuentros, mini espectáculos, juegos y afines. Sobre El Extremo norte del Malecón del Río Magdalena. Neiva está Ubicada a 306 Km al sur de la ciudad de Bogotá, por una vía en muy buenas condiciones. Se puede llegar por vía aérea."
Huila,Aipe,Parque Principal de Aipe,https://huila.travel/inventario/196,Aipe,Calle 5 con carrera 5,41016.1.1.2.2.6.1.5091,SYTIC,0,18%,,28%,"Aipe, Calle 5 con carrera 5.",(1176 reviews),El Parque Principal del municipio de Aipe se constituye en un punto de encuentro y escenario para actividades culturales y artísticas. Fue construido en el año 1923 al estilo de las ciudades españolas como eje central de una cuadrícula de manzanas en torno al cual estaban las casas principales del poblado las edificaciones gubernamentales y la iglesia. En la actualidad el parque se encuentra arborizado y tiene una concha acústica donde se desarrollan actividades en la parte posterior de la concha tiene un mural en alto relieve con rasgos patrimoniales del municipio y sus lugareños. 0
Huila,Neiva,Parque Santander,https://huila.travel/inventario/292,0,Carrera 4 con calle 8,41001.1.1.2.2.2.1.5974,SYTIC HUILA,0,20%,,28%,"Neiva, Carrera 4 con calle 8.",(1176 reviews),La plaza mayor de la ciudad es un espacio de cerca de una hectárea de terreno arborizado y amoblado con bancas en concreto corredores en piso de tableta cuadrada jardineras y faroles. En la parte noroccidental está ubicada una fuente iluminada y con figuras de la fauna del Huila y sobre ese mismo costado una escultura de Francisco de Paula Santander primer presidente constitucional de Colombia sobre el costado oriental se encuentra un obelisco en honor a los mártires de la independencia. Está conectado a una plazoleta que da acceso al edificio de la Gobernación del Huila. En el año de 1967 se tuvo que reconstruir debido al terremoto que afecto la ciudad. 0
Huila,Neiva,Paseo José Eustasio Rivera,https://huila.travel/inventario/293,0,Carrera 5 entre la calle 25a y la calle 7,41001.1.1.2.2.8.1.5976,SYTIC HUILA,0,18%,,26%,"Neiva, Carrera 5 entre la calle 25a y la calle 7.",(1176 reviews),Corredor arborizado entre la calzada vehicular de la carrera quinta y la ciclo ruta. Simula las vías peatonales europeas con espacios para árboles iluminación sitios para descanso ciclovía y obras artísticas. Cuenta con bancas en concreto y pisos adoquinados a lo largo del pasaje se encuentran algunas obras escultóricas de interés entre las que se destacan el Monumento Intihuantana que hace referencia a la Cacica Gaitana y a la fuente sagrada del Lavapatas Niña Tomado el Vuelo del escultor Emiro garzón y un busto del escritor y poeta José Eustasio Rivera quien fue oriundo de Neiva y un importante novelista y poeta colombiano. Este paseo se entrego en el año de 1994. 0
Huila,Villavieja,PEPITORIA DE CHIVO,https://huila.travel/inventario/70,,,1.6.2,SITYC Huila,0,,,,"Villavieja, NA.",(1176 reviews),"Plato típico del norte del Huila y el sur del Tolima el cual se prepara cocinando las vísceras del chivo, se pican y se vuelven a cocinar con cerveza, apio, orégano y cilantro, y posteriormente se mezclan con arroz y verduras. Villavieja está Ubicada a 37 Km de la ciudad de Neiva, por una carretera pavimentada."
Huila,La Argentina,PETROGLIFOS DE LA UNIÓN,https://huila.travel/inventario/165,VEREDA LA UNION,,1.4.1,SITYC Huila,0,8%,,14%,"La Argentina, NA.",(1176 reviews),"Conjunto de petroglifos en donde se encuentra simbología y trazos de caminos precolombinos tallados en piedra en medio de una matriz de paisaje agropecuario. A 7 kilómetros por la vía que del casco urbano de la argentina conduce a la vereda de La Unión. El municipio de La Argentina esta. Ubicado a 153 Km de la ciudad de Neiva. 116 km por una vía pavimentada en muy buen estado, hasta el municipio de La Plata y de allí por una vía sin pavimentar 23 Km por la vía La Plata, Belén , Popayán y 14 Km tomando un desvió en el centro poblado de Gallego"
Huila,San Agustí­n,PETROGLIFOS DEL ESTRECHO,https://huila.travel/inventario/147,VEREDA LA AGUADA,,1.4.1,SITYC Huila,0,15%,,16%,"San Agustí­n, NA.",(1176 reviews),"Conjunto de piedras talladas con simbología chamánica cultural de los antiguos pobladores. En un sitio ceremonial cerca al Estrecho del Magdalena. Localizado a 7 Km del casco urbano de San Agustín por el anillo turístico Vía al estrecho del Magdalena. Para llegar a San Agustín usted debe tomar la vía Bogotá - Neiva (306 Km), o llegar a Neiva por vía aérea, Neiva - Pitalito (189 Km) y Pitalito - San Agustín (38 Km)."
Huila,Aipe,Piedra pintada,https://huila.travel/inventario/197,Aipe,0,41016.1.1.3.4.1.1.5092,SYTIC,0,16%,,28%,"Aipe, 0.",(1176 reviews),Piedra tallada in situ por culturas precolombinas que habitaron o transitaron por la región su cara principal apunta al oriente geográfico y está grabada con figuras animales y humanas de objetos de uso y símbolos de su cosmovisión. Piedra pintada es considerada una de las obras arqueológicas más importantes del departamento del Huila por la calidad de sus tallas la cantidad de figuras y la simbología plasmada en la roca en la cual es posible identificar diseños correspondientes con piezas de orfebrería de varias regiones del país así mismo era considerada un lugar de intercambio comercial en territorio Pijao este intercambio era facilitado por la cercanía de las aguas del Río Magdalena el cual pasa a metros.Esta piedra de forma prismática triangular presenta un ancho de 720 metros profundidad de 445 metros y alto de 36 metros. Roca sedimentaria marina formada hace miles de años razón por la cual los granos de la roca están representados por cuarzos y conchas de microfósiles. Desde el Parque Principal de Aipe se toma la vía que conduce a Bogotá por 14.4 Km sobre el costado derecho se encuentra una entrada en el cerco y se debe caminar cerca de 50 metros.
Huila,Yaguará,PISCICULTURA INDUSTRIAL EN JAULAS,https://huila.travel/inventario/166,,REPRESA DE BETANIA,1.3.2,SITYC Huila,0,,,,"Yaguará, REPRESA DE BETANIA.",(1176 reviews),"Explotación pesquera industrializada en jaulas flotantes. Ubicada en la represa de Betania, con todos los componentes culturales del proceso productivo, es impactante la actividad de alimentación de los peces, por la cantidad de individuos que aletean buscando el alimento y puede ser una actividad demostrativa para replicar en otras regiones del país. Desde el casco urbano del municipio de Yaguará, localizado a 49 km de la ciudad de Neiva se debe desplazar en lancha por al menos media hora, para llegar a las primeras piscícolas."
Huila,Yaguará,Piscicultura Industrial en Jaulas,https://huila.travel/inventario/231,yaguara,0,41885.1.1.4.2.1.1.5211,SYTIC,0,16%,,18%,"Yaguará, 0.",(1176 reviews),Explotación pesquera industrializada en jaulas flotantes generalmente por familias de pescadores y empresarios privados en la Represa de Betania. Actividad productiva piscícola con todos sus componentes tecnológicos y culturales en la cual se puede apreciar todo el proceso de cría selección y ceba de especies principalmente de tilapia roja se puede observar el proceso de la cría de peces especialmente de la tilapia roja desde su etapa de alevinos hasta su crecimiento y la importancia de este método de cría frente al tradicional en estanques. En los alrededores se aprecian también aves acuáticas como águila pescadora garzas pato aguja entre otras. La piscicultura industrial en jaulas nace como una de las líneas de aprovechamiento de la hidroeléctrica de Betania son factorías piscícolas cuyo volumen se mide de acuerdo a los permisos otorgados a cada empresa. El principal producto cultivado es la mojarra roja o tilapia la cual se produce en volúmenes para ser exportada a países como Estados Unidos y España. Los piscicultivos se realizan en jaulas o jaulones hechos en hierro y aluminio que flotan sobre el embalse donde distribuyen los peces según su tamaño y son alimentados con concentrado. Desde el Parque Principal de Yaguará se toma la calle 4a hasta la carrera 8a se gira a la derecha tomando la vía Yaguara a Neiva recorriendo 5 kilómetros hasta la vereda Tripa Ciega donde se encuentra una puerta de hierro al costado derecho de la vía se sigue por un sendero 200 metros hasta el embalse de Betania donde se encuentran varias jaulas .
Huila,La Plata,Plaza de Mercado de La Plata,https://huila.travel/inventario/398,Casco Urbano,Carrera 4 entre calle 5 y 6,1.1.3.1 Templo,SITYC HUILA,0,,,,"La Plata, Carrera 4 entre calle 5 y 6.",(1176 reviews),"Amplia construcción de dos pisos, que ocupa casi una manzana completa, donde productores campesinos y comercializadores de productos de primera necesidad ofrecen a locales y visitantes una amplia gama de productos del campo, entre ellos frutas y verduras, panela y algunos derivados, pan tradicional, quesos, entre otros y una amplia oferta de productos de la gastronomía tradicional, en espacios muy cuidados. Los puestos de frutas y verduras, ofrecen un colorido especial a la plaza y el acceso de los visitantes a la comida tradicional y a las frutas frescas lo convierten en un sitio de visita obligada. La Plaza de Mercado esta a una cuadra del Parque Principal de La Plata"
Huila,Aipe,Plaza de Toros La Monumental de Aipe,https://huila.travel/inventario/198,Aipe,Calle 4 con carrera 10,41016.1.1.1.4.5.2.5093,SYTIC,0,18%,,20%,"Aipe, Calle 4 con carrera 10.",(1176 reviews),En el año 1990 por medio de la alcaldía municipal fue construida la Plaza de Toros La Monumental. Su forma referencia a la usanza de las plazas de toros de origen español en forma circular con un ruedo en arena para el espectáculo una barrera perimetral en tablas un callejón y la gradería con un aforo de 7.000 personas. En la actualidad es usada como coliseo de ferias y eventos y hace parte de la plaza de ferias municipal. Cuenta con 50 pesebreras. 0
Huila,Villavieja,PNR ECORREGION LA TATACOA,https://huila.travel/inventario/68,ECORREGION TATACOA JURIDICCION,LAS MERCEDES NEIVA,2.10.2,SITYC Huila,0,,,,"Villavieja, LAS MERCEDES NEIVA.",(1176 reviews),"Ecorregión Estratégica de Zonas Áridas del Alto Magdalena, declarada como Parque Natural Regional en el año 2008, como Área de Manejo Integrado, el área declarada es de 330.000 hectáreas, que conforman un conjunto de ecosistemas y paisajes diversos, por factores geológicos, lumínicos e hídricos, en una zona de vida de bosque muy seco tropical o sub xerofítico. Presenta paisajes rojizos, grises y de rocas volcánicas y yacimiento fosilíferos y paleontológicos. Se llega por la vía que del Casco Urbano de Villavieja Conduce Al Observatorio Astronómico. Villavieja está Ubicada a 37 Km de la ciudad de Neiva, por una carretera pavimentada"
